静态池期末,报告期末,期初笔数,期初金额(万元),早偿金额(万元),正常还款金额(万元),拖欠1-30天金额(万元),拖欠31-60天金额(万元),拖欠61-90天金额(万元),拖欠91-120天金额(万元),拖欠120天以上金额(万元),还款本金(万元),利息金额(万元),费用金额(万元)
20210331,20210331,0,0.00,218.86,7.67,0.00,0.00,0.00,0.00,0.00,226.52,1.68,0.38
20210331,20210430,"25,816","570,295.83",972.43,"13,504.03","8,707.67",0.00,0.00,0.00,0.00,"14,772.90","2,601.06",0.99
20210331,20210531,"25,764","555,522.93",660.84,"12,541.44","6,841.63",0.00,0.00,0.00,0.00,"14,704.87","2,570.39",0.73
20210331,20210630,"25,733","540,818.05",872.46,"13,756.32","7,588.63",22.94,0.00,0.00,0.00,"14,912.95","2,497.85",0.78
20210331,20210731,"25,691","525,905.10","1,454.82","13,503.91","21,474.42",0.00,22.94,0.00,0.00,"15,192.40","2,373.24",0.52
20210331,20210831,"25,628","510,712.70","1,240.83","14,320.96","5,154.65",23.26,0.00,22.94,0.00,"15,795.49","2,440.60",2.38
20210331,20210930,"25,562","494,917.21","1,257.28","13,840.05","5,244.49",31.00,23.26,0.00,22.94,"15,421.28","2,301.25",0.56
20210331,20211031,"25,494","479,495.93","1,484.21","10,576.02","44,137.84",80.43,31.00,0.00,22.94,"14,482.01","2,043.69",4.14
20210331,20211130,"25,416","465,013.92","1,535.72","14,985.99","7,899.87",103.32,80.43,31.00,0.00,"16,812.56","2,324.67",3.34
20210331,20211231,"25,329","448,201.36","1,774.14","14,046.59","4,212.11",74.57,59.33,80.43,31.00,"16,082.99","2,107.59",1.20
20210331,20220131,"25,232","432,118.36","1,165.07","13,415.09","18,459.76",115.97,50.49,59.33,111.44,"14,928.85","1,949.40",7.53
20210331,20220228,"25,160","417,189.52","1,293.17","11,904.72","13,069.34",62.45,81.67,27.84,139.76,"15,675.34","1,967.83",4.66
20210331,20220331,"25,076","401,514.18","2,091.69","14,758.13","4,198.52",48.03,62.45,59.02,114.72,"17,226.92","1,919.04",6.19
20210331,20220430,"24,929","384,287.26","1,427.25","12,746.88","35,609.94",77.29,21.69,62.45,97.66,"14,567.88","1,657.41",6.03
20210331,20220531,"24,833","369,719.38","1,307.62","15,038.05","4,239.89",48.94,54.94,43.90,136.99,"16,655.69","1,874.17",75.64
20210331,20220630,"24,753","353,063.69","1,463.79","13,886.73","6,478.28",75.02,31.65,19.34,84.14,"15,693.80","1,653.47",69.79
20210331,20220731,"24,639","337,369.89","1,441.38","12,909.78","31,160.64",124.05,31.37,31.65,21.69,"14,662.05","1,474.17",55.56
20210331,20220831,"24,525","322,707.84","1,466.65","15,097.72","3,944.68",206.18,111.39,25.36,15.28,"16,844.57","1,646.39",64.84
20210331,20220930,"24,416","305,863.27","1,153.37","13,908.79","4,386.64",122.27,127.77,105.66,40.65,"15,372.12","1,451.62",91.64
20210331,20221031,"24,312","290,491.15",974.44,"13,759.16","5,922.33",136.96,62.92,110.79,118.06,"15,126.67","1,370.38",64.76
20210331,20221130,"24,220","275,364.48","1,148.74","13,890.15","6,266.85",131.46,135.43,21.52,167.64,"15,332.64","1,309.64",63.06
20210331,20221231,"24,113","260,031.84",931.21,"13,525.89","12,624.56",223.63,42.38,89.79,92.04,"14,886.77","1,213.25",70.89
20210331,20230131,"24,022","245,145.07",582.47,"14,182.12","3,463.18",178.89,140.78,42.38,111.31,"15,346.56","1,218.12",72.70
20210331,20230228,"23,957","229,798.51","1,382.95","13,730.90","8,497.14",95.77,84.34,104.55,105.23,"15,365.19","1,084.24",59.13
20210331,20230331,"23,812","214,433.32","8,136.32","35,343.40","3,086.85",216.14,83.40,57.60,141.75,"44,474.04","1,072.49",53.55
20210331,20230430,"17,361","169,959.28","4,850.01","8,837.32","23,532.45",229.15,91.78,42.04,137.37,"14,201.83",739.23,52.32
20210331,20230531,"16,752","155,757.45","2,711.99","10,894.74","2,619.63",68.92,186.49,70.69,98.96,"14,118.85",877.49,61.29
20210331,20230630,"16,443","141,638.59","2,428.67","9,552.75","3,597.02",140.88,59.06,117.32,96.94,"12,312.51",705.35,36.05
20210331,20230731,"16,157","129,326.09","2,133.72","9,552.82","3,048.17",41.33,78.79,28.11,181.01,"11,925.94",652.81,29.13
20210331,20230831,"15,889","117,400.14","2,133.82","9,459.95","2,168.96",77.05,51.35,64.35,90.27,"11,924.24",595.07,66.71
20210331,20230930,"15,588","105,475.90","1,853.74","8,093.01","14,871.99",48.26,41.06,29.21,89.21,"10,239.65",470.67,17.21
20210331,20231031,"15,335","95,236.26","1,655.29","10,110.42","1,961.44",138.43,46.16,9.13,58.87,"12,197.10",542.42,1.86
20210331,20231130,"15,073","83,039.16","1,338.80","8,956.45","2,106.30",98.06,72.72,8.85,9.82,"10,603.02",423.69,1.47
20210331,20231231,"14,803","72,436.14","1,162.80","8,204.02","7,070.59",33.01,70.77,54.74,9.25,"9,605.64",346.04,0.96
20210331,20240131,"14,543","62,830.50","1,514.51","9,427.10","1,222.56",83.43,12.40,50.82,39.23,"11,228.35",353.02,1.02
20210331,20240229,"14,177","51,602.15",896.97,"8,416.42","1,874.88",50.92,72.93,12.40,84.71,"9,642.21",268.09,0.97
20210331,20240331,"13,824","41,959.94","1,346.68","12,727.84","4,348.65",50.57,12.91,73.85,75.24,"14,468.75",210.23,1.91
20210331,20240430,"4,170","27,491.19",765.46,"2,575.68",924.21,62.08,28.71,15.79,84.65,"3,634.72",164.95,2.37
20210331,20240531,"3,055","23,856.47",504.55,"1,470.28",753.57,32.71,37.31,11.57,73.52,"2,106.10",135.37,1.19
20210331,20240630,"2,971","21,750.37",395.36,"1,258.75","3,479.57",46.61,44.50,32.66,13.86,"1,781.91",107.33,0.57
20210331,20240731,"2,908","19,968.46",329.18,"1,648.01",601.98,66.81,59.66,11.78,42.78,"2,045.08",127.19,0.44
20210331,20240831,"2,856","17,923.37",292.19,"1,360.50","1,217.10",78.15,53.58,56.14,35.38,"1,734.89",97.89,0.68
20210331,20240930,"2,799","16,188.48",321.60,"1,447.85",702.23,42.16,40.36,53.58,67.92,"1,860.88",94.85,4.06
20210331,20241031,"2,743","14,327.60",265.32,"1,373.51",361.43,48.50,38.40,36.04,106.44,"1,738.64",82.59,0.34
20210331,20241130,"2,693","12,588.96",216.64,"1,244.25","1,332.77",13.37,36.96,40.50,50.94,"1,584.47",67.64,0.76
20210331,20241231,"2,625","11,004.49",227.06,"1,467.20",365.31,48.80,6.72,28.16,6.21,"1,814.31",69.48,0.63
20210331,20250131,"2,561","9,190.18",145.03,"1,110.86","1,572.20",51.75,3.47,6.72,28.16,"1,314.26",46.89,0.40
20210331,20250228,"2,510","7,875.92",170.31,"1,431.50",445.22,66.50,5.67,3.47,34.88,"1,680.76",50.90,0.27
20210331,20250331,"2,419","6,195.16",219.70,"1,459.98",265.33,26.63,3.15,1.90,9.68,"1,796.57",38.45,1.36
20210331,20250430,568,"4,398.59",69.83,352.53,156.20,18.81,5.82,1.70,5.37,457.69,28.21,0.24
20210331,20250531,517,"3,940.90",59.98,302.71,294.29,19.03,3.54,2.71,3.16,395.97,23.51,0.26
20210331,20250630,504,"3,544.93",45.80,324.18,219.32,19.62,19.03,3.74,3.66,389.09,21.78,0.14
20210331,20250731,494,"3,155.84",78.61,323.55,119.39,18.12,12.98,12.13,2.24,422.70,20.15,0.34
20210331,20250831,478,"2,733.14",71.48,288.25,273.93,17.96,17.27,12.98,12.40,375.23,17.06,1.14
20210331,20250930,464,"2,357.91",27.90,339.09,75.50,14.59,17.37,17.27,12.12,384.50,17.79,0.58
20210331,20251031,443,"1,973.41",15.98,288.44,59.82,26.57,9.27,2.35,9.23,342.61,15.79,3.67
20210331,20251130,436,"1,630.80",31.40,258.82,195.33,26.80,16.94,2.71,11.58,308.08,8.81,0.12
20210331,20251231,425,"1,322.72",54.15,317.02,37.50,2.92,14.90,6.50,5.05,395.02,9.14,0.19
20210630,20210630,0,0.00,191.37,10.47,0.00,0.00,0.00,0.00,0.00,226.73,2.50,0.13
20210630,20210731,"27,396","596,185.55",921.40,"14,106.20","7,337.88",0.00,0.00,0.00,0.00,"15,251.53","2,776.29",0.79
20210630,20210831,"27,356","580,934.02",971.32,"14,419.63","3,061.52",86.26,0.00,0.00,0.00,"15,615.69","2,755.91",0.97
20210630,20210930,"27,313","565,318.32","1,343.37","14,284.82","4,192.35",35.90,56.78,0.00,0.00,"15,909.22","2,665.39",0.89
20210630,20211031,"27,244","549,409.11","1,258.48","11,798.49","33,013.49",89.64,35.90,44.24,0.00,"15,095.71","2,453.57",0.97
20210630,20211130,"27,184","534,313.40","1,191.15","15,069.49","6,855.96",76.93,77.85,35.90,44.24,"16,511.73","2,645.28",1.01
20210630,20211231,"27,118","517,801.66","1,432.85","14,545.11","2,526.09",27.03,49.09,77.85,80.14,"16,229.22","2,474.13",2.12
20210630,20220131,"27,042","501,572.45",770.11,"14,309.51","6,091.67",103.18,0.00,49.09,113.75,"15,424.83","2,358.74",6.12
20210630,20220228,"26,990","486,147.61","1,420.56","12,682.38","15,467.95",134.71,84.27,0.00,162.84,"15,833.34","2,255.63",4.75
20210630,20220331,"26,914","470,314.27","1,272.89","14,862.60","2,728.23",249.27,154.15,84.27,92.51,"16,469.25","2,290.18",7.71
20210630,20220430,"26,836","453,845.03","1,652.87","13,634.20","28,250.52",57.43,109.57,79.01,127.68,"15,665.85","2,038.72",6.90
20210630,20220531,"26,752","438,179.18","1,452.34","15,279.37","3,273.82",309.53,57.43,91.80,186.41,"17,052.35","2,198.63",58.11
20210630,20220630,"26,653","421,126.83","1,819.74","14,990.40","5,524.35",123.52,100.85,42.42,182.63,"17,197.46","2,001.17",59.88
20210630,20220731,"26,505","403,929.37","1,542.63","13,758.83","25,400.22",149.81,76.68,100.85,119.48,"15,678.78","1,830.69",38.34
20210630,20220831,"26,405","388,250.59","1,473.51","15,336.63","3,225.51",263.82,82.25,47.78,79.73,"17,145.10","1,960.76",73.46
20210630,20220930,"26,288","371,105.49","1,508.16","14,451.93","4,376.59",228.87,201.66,48.13,71.64,"16,315.37","1,775.52",55.38
20210630,20221031,"26,184","354,790.12","1,422.15","14,338.59","6,347.11",211.76,241.88,107.38,82.45,"16,144.50","1,691.30",61.45
20210630,20221130,"26,078","338,645.62","1,263.47","14,525.96","5,718.93",285.08,187.66,241.88,132.83,"16,096.07","1,630.33",78.35
20210630,20221231,"25,983","322,549.55","1,091.53","14,469.79","5,695.20",172.76,109.40,187.38,349.26,"15,923.47","1,557.93",83.84
20210630,20230131,"25,894","306,626.08","1,052.76","14,416.82","2,738.74",278.96,98.10,96.37,364.51,"16,054.43","1,496.25",73.53
20210630,20230228,"25,815","290,571.65","1,474.58","14,206.52","10,384.74",108.95,107.17,56.66,275.82,"16,107.87","1,372.66",61.75
20210630,20230331,"25,677","274,463.77","1,711.10","14,902.60","2,706.60",147.20,35.43,44.50,166.95,"17,053.28","1,378.94",65.63
20210630,20230430,"25,519","257,410.50","1,208.09","12,695.25","34,233.11",226.24,51.08,22.27,74.21,"14,215.41","1,106.79",72.00
20210630,20230531,"25,414","243,195.09","1,082.82","16,191.60","2,277.46",106.28,131.91,17.80,48.83,"17,754.39","1,342.14",57.66
20210630,20230630,"25,290","225,440.70","8,789.70","30,165.16","4,097.08",128.44,96.41,88.60,33.90,"39,692.81","1,114.47",47.30
20210630,20230731,"19,092","185,747.88","6,132.08","10,512.18","4,124.92",182.35,181.42,70.94,71.71,"17,030.34",923.96,51.11
20210630,20230831,"18,356","168,717.55","3,499.92","10,380.71","1,906.80",116.44,120.78,123.62,124.37,"14,144.91",863.23,71.33
20210630,20230930,"17,943","154,572.64","2,753.31","8,817.43","21,111.88",54.52,78.24,96.54,176.31,"11,845.57",686.40,70.90
20210630,20231031,"17,635","142,727.07","2,574.41","11,021.43","2,491.38",67.96,72.82,43.64,202.38,"14,081.36",811.11,56.80
20210630,20231130,"17,299","128,645.71","2,006.81","9,746.07","3,170.40",79.31,50.42,45.92,205.14,"12,043.90",655.89,50.40
20210630,20231231,"17,004","116,601.81","1,866.49","9,190.68","8,447.71",141.56,42.79,45.01,88.43,"11,466.84",568.85,10.17
20210630,20240131,"16,703","105,134.97","1,833.17","10,069.01","1,729.67",67.65,97.93,62.59,76.67,"12,214.22",576.94,0.99
20210630,20240229,"16,404","92,920.75","1,412.39","9,253.18","3,159.10",122.56,61.08,87.22,112.95,"10,967.71",476.50,0.95
20210630,20240331,"16,137","81,953.04","1,499.13","8,852.52","6,258.68",49.65,63.22,31.76,147.74,"10,691.67",410.84,1.24
20210630,20240430,"15,792","71,261.37","1,452.29","9,589.92","1,820.80",18.52,49.65,63.14,136.05,"11,338.62",397.81,0.97
20210630,20240531,"15,400","59,922.76","1,295.70","8,901.91","1,251.23",28.48,19.68,37.06,107.73,"10,602.79",325.07,1.48
20210630,20240630,"14,963","49,319.97",870.42,"11,106.42","7,591.25",60.52,13.51,17.04,76.64,"12,492.17",235.84,6.40
20210630,20240731,"5,249","36,827.80",599.05,"3,418.36","1,048.23",105.16,45.27,4.06,21.34,"4,315.69",236.68,1.64
20210630,20240831,"3,693","32,512.11",522.66,"1,662.53","1,372.96",22.23,53.90,61.04,18.02,"2,292.03",186.37,0.98
20210630,20240930,"3,621","30,220.08",439.45,"1,663.39","1,195.64",34.21,21.66,53.23,60.64,"2,216.62",174.73,1.12
20210630,20241031,"3,554","28,003.46",476.05,"1,637.54",784.56,143.37,11.55,21.66,113.87,"2,202.03",161.58,0.58
20210630,20241130,"3,486","25,801.42",472.47,"1,505.45","2,305.51",95.28,123.83,11.55,90.65,"2,099.85",138.50,1.00
20210630,20241231,"3,414","23,701.57",364.91,"1,703.61",775.01,24.39,94.99,123.52,47.05,"2,190.32",143.76,0.43
20210630,20250131,"3,345","21,511.25",226.58,"1,337.06","4,094.55",83.64,26.10,85.43,117.63,"1,646.98",103.73,0.35
20210630,20250228,"3,301","19,864.27",296.41,"1,779.34","1,197.58",63.59,88.82,28.92,136.50,"2,199.14",129.92,1.48
20210630,20250331,"3,232","17,665.13",342.21,"1,546.93",813.85,46.60,21.65,51.04,84.78,"2,050.88",104.86,0.55
20210630,20250430,"3,159","15,614.25",334.48,"1,527.30",525.88,54.17,23.77,11.75,65.53,"1,987.23",93.31,5.92
20210630,20250531,"3,079","13,627.01",314.02,"1,449.63",636.44,33.15,57.89,19.02,50.92,"1,851.34",79.11,2.84
20210630,20250630,"2,993","11,775.67",300.42,"1,550.61",806.31,31.25,20.42,35.25,25.12,"1,958.69",68.48,0.38
20210630,20250731,"1,598","9,816.98",179.00,770.88,275.15,36.78,28.99,20.42,49.30,"1,008.38",61.77,0.91
20210630,20250831,"1,520","8,808.60",68.68,663.41,841.46,56.05,30.39,12.25,49.67,784.94,49.33,4.63
20210630,20250930,"1,499","8,023.66",171.63,750.60,338.31,13.69,40.66,28.02,15.31,"1,006.23",50.08,0.50
20210630,20251031,"1,457","7,017.42",114.05,689.74,265.44,31.04,15.84,31.31,30.22,868.62,42.08,0.40
20210630,20251130,"1,432","6,148.80",159.04,594.34,959.32,46.09,25.70,15.84,42.59,791.81,32.26,1.17
20210630,20251231,"1,394","5,356.99",74.07,765.33,212.11,14.12,34.28,3.29,33.12,904.47,36.42,0.25
20210930,20210930,0,0.00,152.24,37.30,0.00,0.00,0.00,0.00,0.00,220.26,9.36,0.23
20210930,20211031,"21,641","489,374.49",694.54,"9,519.43","16,130.08",0.00,0.00,0.00,0.00,"11,927.29","2,318.89",0.69
20210930,20211130,"21,609","477,447.20",779.91,"11,719.58","3,754.75",94.91,0.00,0.00,0.00,"12,714.70","2,412.49",0.90
20210930,20211231,"21,571","464,732.51",941.99,"11,600.11","1,072.80",86.86,77.27,17.64,0.00,"12,703.37","2,307.66",0.82
20210930,20220131,"21,528","452,029.14",762.62,"11,455.44","3,538.40",59.65,86.86,77.27,17.64,"12,445.05","2,219.64",1.07
20210930,20220228,"21,494","439,584.09",807.51,"9,798.84","12,358.08",177.13,59.65,86.86,94.91,"12,305.73","2,118.56",1.21
20210930,20220331,"21,455","427,278.36","1,096.11","11,873.63","1,431.09",59.22,108.56,33.84,181.77,"13,163.44","2,168.39",2.63
20210930,20220430,"21,397","414,114.92",727.41,"11,235.41","13,356.19",15.98,0.00,108.56,120.70,"12,335.77","1,989.96",2.52
20210930,20220531,"21,352","401,779.15",911.85,"11,902.92","2,409.68",184.70,0.00,0.00,142.40,"13,125.94","2,043.20",33.54
20210930,20220630,"21,293","388,653.21","1,088.82","11,664.68","3,268.65",84.94,111.46,0.00,108.56,"12,986.92","1,926.53",32.39
20210930,20220731,"21,230","375,666.29",946.19,"11,408.04","12,468.18",190.17,56.26,140.14,25.84,"12,625.67","1,816.61",35.59
20210930,20220831,"21,172","363,040.62","1,389.27","12,027.40","2,242.35",20.46,105.01,30.21,115.69,"13,612.33","1,858.83",49.83
20210930,20220930,"21,095","349,428.30","1,448.97","12,079.61","3,314.57",30.80,20.46,53.52,117.41,"13,792.29","1,740.67",44.81
20210930,20221031,"20,980","335,636.00","1,036.06","11,531.07","4,240.27",241.86,96.31,20.46,90.58,"12,924.50","1,665.60",33.16
20210930,20221130,"20,911","322,711.51","1,139.92","11,699.14","3,968.55",165.11,84.37,49.04,68.68,"13,102.45","1,615.13",40.56
20210930,20221231,"20,844","309,609.05",888.29,"11,685.17","3,866.06",193.35,43.56,84.37,57.34,"12,891.82","1,553.31",51.75
20210930,20230131,"20,776","296,717.23",865.42,"11,607.57","2,554.70",198.73,151.44,43.56,133.04,"12,857.82","1,491.54",64.19
20210930,20230228,"20,723","283,859.42","1,434.21","11,538.37","8,252.54",204.02,93.16,128.55,128.04,"13,187.45","1,397.24",45.04
20210930,20230331,"20,620","270,671.97","1,503.79","12,003.29","1,830.13",69.30,146.46,83.65,153.68,"13,787.34","1,399.89",65.34
20210930,20230430,"20,506","256,884.62","1,004.69","10,897.52","20,609.55",119.67,70.52,84.25,147.38,"12,174.42","1,202.02",57.32
20210930,20230531,"20,433","244,710.20","1,335.57","12,458.57","1,946.08",127.84,97.82,70.22,145.11,"14,180.69","1,331.36",48.25
20210930,20230630,"20,316","230,529.51","1,229.43","11,631.98","2,676.28",154.39,112.04,99.46,123.15,"13,212.13","1,166.45",33.85
20210930,20230731,"20,202","217,317.38",965.21,"11,657.49","3,192.46",150.06,108.58,67.83,158.53,"12,915.71","1,103.36",42.32
20210930,20230831,"20,107","204,401.67",880.41,"11,794.11","1,950.87",116.82,98.98,43.22,167.08,"12,962.55","1,054.84",71.27
20210930,20230930,"20,007","191,439.12","7,640.09","20,833.06","16,025.48",74.09,0.00,98.98,173.82,"28,990.67",920.34,60.86
20210930,20231031,"15,765","162,448.44","5,814.68","9,858.40","2,329.95",133.49,19.88,0.00,126.87,"16,398.99",909.30,45.87
20210930,20231130,"14,919","146,049.45","2,864.88","8,492.77","2,715.38",60.43,70.79,19.88,98.98,"11,622.80",764.89,65.33
20210930,20231231,"14,601","134,426.65","2,175.72","8,173.85","6,065.68",122.90,9.82,48.06,32.05,"10,677.04",690.75,56.03
20210930,20240131,"14,348","123,749.62","2,101.72","8,487.87","1,751.58",154.68,74.45,0.00,80.11,"10,833.16",676.70,42.17
20210930,20240229,"14,099","112,916.45","1,503.41","8,002.56","2,935.84",108.35,139.06,64.72,68.03,"9,844.93",593.47,31.86
20210930,20240331,"13,886","103,071.52","2,044.21","7,911.25","4,793.66",158.97,51.54,109.98,42.80,"10,268.74",539.21,8.50
20210930,20240430,"13,592","92,802.77","1,573.58","8,191.18","1,791.60",53.14,102.40,34.96,122.70,"9,987.16",516.17,1.10
20210930,20240531,"13,344","82,815.61","1,503.50","7,798.03","1,210.94",79.89,14.40,70.15,127.21,"9,621.15",451.14,1.06
20210930,20240630,"13,084","73,194.47","1,146.59","7,087.68","7,025.83",103.69,65.41,14.40,137.79,"8,526.85",364.60,0.90
20210930,20240731,"12,851","64,667.61","1,168.69","8,171.32","1,164.20",64.40,61.96,55.88,88.40,"9,634.44",385.76,1.04
20210930,20240831,"12,571","55,033.18","1,073.74","7,389.99","1,300.47",119.96,27.85,36.85,69.57,"8,755.12",306.70,1.17
20210930,20240930,"12,201","46,278.05",845.60,"10,148.66","1,457.46",58.12,90.58,27.85,72.51,"11,364.06",263.60,1.56
20210930,20241031,"3,337","34,913.99",594.42,"1,553.61",902.94,97.86,52.12,57.36,37.39,"2,418.92",207.51,3.97
20210930,20241130,"3,170","32,495.08",385.59,"1,427.22","2,130.19",84.63,83.05,29.77,69.51,"1,918.75",184.19,0.55
20210930,20241231,"3,113","30,576.32",611.53,"1,527.30",914.75,25.11,34.18,51.37,81.57,"2,231.22",188.38,0.62
20210930,20250131,"3,040","28,345.11",300.96,"1,286.25","4,250.36",121.34,15.28,13.03,86.77,"1,686.56",147.01,0.54
20210930,20250228,"2,999","26,658.55",410.60,"1,557.65","1,558.90",89.21,70.03,9.47,87.51,"2,076.07",172.08,0.54
20210930,20250331,"2,944","24,582.47",462.90,"1,430.53",938.93,155.89,36.29,75.53,23.20,"2,030.85",147.68,0.49
20210930,20250430,"2,868","22,551.63",348.32,"1,394.79",802.07,84.54,88.93,40.20,67.94,"1,830.23",133.99,2.33
20210930,20250531,"2,818","20,721.39",244.38,"1,364.79",719.64,140.81,50.61,81.58,93.64,"1,696.08",122.90,0.65
20210930,20250630,"2,772","19,025.31",261.65,"1,341.89",911.63,80.80,96.20,35.41,143.29,"1,701.80",110.54,0.98
20210930,20250731,"2,726","17,323.51",207.78,"1,396.10",383.14,57.73,59.42,69.63,108.62,"1,742.67",106.39,1.59
20210930,20250831,"2,673","15,580.84",207.16,"1,282.02","1,035.96",48.64,42.07,31.18,87.07,"1,624.67",89.25,0.64
20210930,20250930,"2,617","13,956.18",239.07,"1,411.01",519.21,40.96,42.05,13.53,86.30,"1,742.27",87.43,0.41
20210930,20251031,"1,795","12,213.90",211.00,886.56,437.78,26.16,21.61,25.76,44.90,"1,219.31",76.53,1.97
20210930,20251130,"1,742","10,994.59",166.62,811.31,"1,245.90",82.17,0.00,17.10,33.96,"1,056.39",61.03,0.51
20210930,20251231,"1,709","9,938.20",212.00,952.44,318.72,62.17,31.96,0.00,29.89,"1,226.81",65.77,2.43
20211231,20211231,0,0.00,182.48,32.35,0.00,0.00,0.00,0.00,0.00,214.83,7.39,0.20
20211231,20220131,"18,034","407,798.13",608.42,"9,470.37","9,207.06",0.00,0.00,0.00,0.00,"10,320.51","2,068.42",0.95
20211231,20220228,"18,006","397,477.62",774.45,"8,384.62","8,374.83",256.48,0.00,0.00,0.00,"10,691.87","2,059.30",1.04
20211231,20220331,"17,970","386,785.75",637.83,"9,950.90","1,473.44",323.81,256.48,0.00,0.00,"10,756.41","2,042.38",0.66
20211231,20220430,"17,941","376,029.34",631.89,"9,393.59","16,926.89",76.47,308.34,223.92,0.00,"10,242.10","1,874.10",0.67
20211231,20220531,"17,911","365,787.24",557.54,"10,196.60","2,224.88",206.59,76.47,283.78,223.92,"10,947.13","1,977.90",0.80
20211231,20220630,"17,878","354,840.11",781.53,"9,890.99","2,768.31",79.20,173.71,76.47,507.71,"10,830.54","1,847.79",8.06
20211231,20220731,"17,842","344,009.57",730.16,"9,553.49","15,811.62",28.34,18.12,173.11,377.45,"10,632.65","1,722.29",18.60
20211231,20220831,"17,793","333,376.92",940.97,"10,365.35","1,762.44",46.17,0.00,37.56,220.08,"11,759.26","1,818.31",39.05
20211231,20220930,"17,725","321,617.66",911.09,"9,991.72","2,291.14",110.95,45.88,28.29,152.57,"11,128.54","1,685.92",18.96
20211231,20221031,"17,675","310,489.12","1,151.29","9,867.65","2,910.20",129.22,55.62,51.50,37.25,"11,403.23","1,624.44",27.86
20211231,20221130,"17,605","299,085.89","1,234.20","9,978.01","3,499.56",57.58,120.84,21.03,79.80,"11,381.82","1,571.43",37.33
20211231,20221231,"17,545","287,704.07","1,056.51","10,140.93","7,112.00",166.68,29.71,91.67,72.45,"11,434.53","1,498.19",24.32
20211231,20230131,"17,447","276,269.54",773.39,"9,993.37","2,536.56",202.52,76.63,14.27,138.50,"11,101.58","1,482.43",40.69
20211231,20230228,"17,394","265,167.96","1,583.17","9,905.61","6,218.03",42.60,88.24,76.63,101.26,"11,682.65","1,384.05",30.79
20211231,20230331,"17,305","253,485.31","1,318.39","10,141.16","1,914.56",127.44,30.26,88.24,111.61,"11,710.74","1,369.81",37.80
20211231,20230430,"17,214","241,774.57",907.54,"9,273.90","19,209.43",91.12,47.43,30.26,164.87,"10,390.11","1,193.37",52.93
20211231,20230531,"17,149","231,384.47","1,281.44","10,582.17","1,994.06",65.15,38.64,47.43,118.49,"12,240.74","1,324.74",42.76
20211231,20230630,"17,056","219,143.73",935.24,"9,935.44","2,710.65",128.80,27.11,13.18,77.68,"11,172.40","1,171.02",48.05
20211231,20230731,"16,970","207,971.33","1,115.45","9,928.17","2,926.25",246.92,64.46,27.11,60.61,"11,269.86","1,114.25",40.99
20211231,20230831,"16,875","196,701.47","1,033.85","10,054.52","1,700.50",118.29,155.81,53.38,13.18,"11,303.49","1,071.08",83.82
20211231,20230930,"16,778","185,397.98",680.08,"9,224.96","15,115.47",84.10,118.29,102.88,41.60,"10,113.95",933.44,52.75
20211231,20231031,"16,704","175,284.02",653.31,"10,439.53","1,885.76",135.06,84.01,113.08,130.94,"11,494.93","1,022.07",38.77
20211231,20231130,"16,633","163,789.10",648.93,"9,933.45","2,429.04",170.30,68.13,67.30,200.41,"10,819.98",896.30,64.63
20211231,20231231,"16,538","152,969.11","6,830.03","11,300.54","7,930.06",175.07,43.23,55.69,174.67,"18,501.57",818.63,49.62
20211231,20240131,"12,896","134,467.55","4,945.77","7,580.42","1,792.57",170.66,74.92,20.10,138.74,"12,853.89",778.14,53.86
20211231,20240229,"12,240","121,613.66","1,757.28","6,868.86","2,672.49",56.37,110.81,74.84,101.66,"8,947.41",676.42,35.81
20211231,20240331,"12,028","112,666.25","2,408.27","6,595.96","6,063.05",127.21,56.37,110.81,108.27,"9,265.18",609.75,28.10
20211231,20240430,"11,758","103,401.07","1,607.33","7,047.96","1,579.11",69.03,105.20,56.31,180.87,"8,874.34",607.62,33.12
20211231,20240531,"11,571","94,526.73","1,648.89","6,619.00","1,421.42",32.51,59.35,72.36,191.93,"8,569.01",536.88,28.03
20211231,20240630,"11,357","85,957.72","1,308.79","6,025.45","7,822.06",80.78,32.00,48.90,128.67,"7,698.45",452.09,11.61
20211231,20240731,"11,169","78,259.27","1,225.56","6,996.53","1,338.08",76.64,52.75,32.00,121.26,"8,477.01",481.33,0.80
20211231,20240831,"10,983","69,782.26","1,138.99","6,298.49","2,657.95",174.02,63.74,14.27,61.69,"7,695.10",393.71,0.85
20211231,20240930,"10,785","62,087.15","1,144.34","6,387.11","1,485.58",93.59,111.05,55.17,57.50,"7,802.19",365.71,1.02
20211231,20241031,"10,557","54,284.97",967.40,"6,140.70","1,080.59",224.18,89.50,106.16,85.36,"7,408.73",316.68,0.94
20211231,20241130,"10,317","46,876.23",885.03,"5,752.31","2,927.25",96.20,188.81,74.41,177.25,"6,866.90",264.70,1.79
20211231,20241231,"10,013","40,009.33",888.50,"8,088.04","1,124.63",102.38,67.92,125.17,247.53,"9,361.40",250.12,1.63
20211231,20250131,"2,873","30,647.93",461.56,"1,200.81","3,787.80",167.04,61.32,48.01,156.93,"1,904.49",171.61,2.65
20211231,20250228,"2,740","28,743.44",533.97,"1,340.03","1,492.61",176.93,98.25,47.74,130.69,"2,006.85",190.92,1.27
20211231,20250331,"2,673","26,736.58",452.17,"1,244.00","1,027.83",126.01,87.89,93.77,84.08,"1,892.57",169.21,0.94
20211231,20250430,"2,613","24,844.01",236.29,"1,244.36",739.82,287.39,51.49,94.32,95.58,"1,582.85",156.11,4.64
