静态池期末,报告期末,期初笔数,期初金额(万元),早偿金额(万元),正常还款金额(万元),拖欠1-30天金额(万元),拖欠31-60天金额(万元),拖欠61-90天金额(万元),拖欠91-120天金额(万元),拖欠120天以上金额(万元),还款本金(万元),利息金额(万元),费用金额(万元)
20230930,20231231,"8,690","165,400.90",424.44,"3,380.53","3,805.40",56.08,14.60,0.00,0.00,"3,822.79",741.58,1.92
20230930,20240131,"8,665","161,578.12",684.09,"3,480.94",776.54,101.65,56.08,14.60,0.00,"4,207.96",751.57,0.74
20230930,20240229,"8,626","157,370.16",538.26,"3,350.29","1,596.72",75.04,0.00,56.08,14.60,"3,956.82",715.90,0.22
20230930,20240331,"8,599","153,413.34",736.87,"3,419.38","3,662.99",103.90,57.82,0.00,70.68,"4,188.64",694.05,94.92
20230930,20240430,"8,555","149,224.69","1,020.26","3,508.63",746.78,61.64,103.90,57.82,30.55,"4,589.57",697.23,90.23
20230930,20240531,"8,497","144,635.13",645.35,"3,392.91",378.83,23.64,13.91,103.90,57.82,"4,114.75",666.68,30.72
20230930,20240630,"8,457","140,520.38",497.22,"3,290.03","6,291.34",0.00,23.64,13.91,161.72,"3,830.90",618.48,11.98
20230930,20240731,"8,428","136,689.47",593.73,"3,489.11",758.43,145.55,0.00,23.64,117.81,"4,199.37",653.34,19.03
20230930,20240831,"8,392","132,490.10",677.99,"3,379.92","1,093.35",26.39,116.41,0.00,37.55,"4,206.78",610.39,13.81
20230930,20240930,"8,346","128,283.33",674.08,"3,383.69",807.10,16.15,26.39,116.41,23.64,"4,135.42",594.54,25.95
20230930,20241031,"8,288","124,147.91",676.37,"3,202.18",863.04,48.33,16.15,26.39,116.41,"3,982.83",575.40,20.91
20230930,20241130,"8,253","120,165.08",447.45,"3,159.06","3,237.86",95.67,48.33,16.15,142.80,"3,649.46",544.02,18.05
20230930,20241231,"8,216","116,515.62",608.47,"3,262.29","1,026.45",99.86,22.63,31.57,42.53,"4,045.71",550.20,14.51
20230930,20250131,"8,169","112,469.91",325.83,"2,930.23","11,495.47",88.41,28.26,22.63,31.23,"3,332.82",472.88,12.79
20230930,20250228,"8,139","109,137.09",538.25,"3,408.08","2,737.69",200.24,46.84,28.26,37.71,"4,053.92",545.90,18.13
20230930,20250331,"8,095","105,083.17",880.12,"3,237.13","1,338.83",24.36,136.41,27.85,50.89,"4,199.74",496.55,20.30
20230930,20250430,"8,038","100,883.43",477.90,"3,171.46","1,200.75",13.34,32.57,127.80,56.11,"3,740.67",470.34,14.42
20230930,20250531,"7,996","97,142.76",403.13,"3,146.43","1,497.11",94.07,24.88,6.28,140.39,"3,650.29",451.03,14.67
20230930,20250630,"7,963","93,492.47",306.86,"3,150.62","2,237.83",118.54,108.00,17.09,51.18,"3,530.64",432.68,16.37
20230930,20250731,"7,929","89,961.83",639.71,"3,179.52","1,177.23",65.23,116.01,108.00,6.28,"3,945.71",426.11,9.95
20230930,20250831,"7,895","86,016.12",285.79,"3,093.97","3,038.96",59.98,64.91,96.42,108.00,"3,449.51",394.09,22.71
20230930,20250930,"7,865","82,566.61","5,127.05","3,348.58","1,568.80",30.62,59.98,64.91,204.42,"8,559.30",400.11,20.71
20230930,20251031,"6,930","74,007.31","3,367.75","2,583.16","1,098.17",299.41,19.27,53.88,161.33,"6,168.11",343.74,13.01
20230930,20251130,"6,572","67,839.20","1,325.79","2,450.78","3,829.41",130.13,237.34,19.27,119.87,"3,928.80",305.02,14.40
20230930,20251231,"6,427","63,910.40",948.89,"2,614.42",947.61,121.14,47.52,169.26,115.64,"3,709.39",315.48,9.39
20231231,20231231,0,0.00,"1,484.72",4.55,0.00,0.00,0.00,0.00,0.00,"1,489.27",4.16,0.12
20231231,20240131,"12,532","251,249.87","6,967.24","4,195.61","1,040.04",23.00,0.00,0.00,0.00,"11,196.33","1,222.69",2.03
20231231,20240229,"12,179","240,053.54","3,281.88","4,073.64","2,598.72",107.95,0.00,0.00,0.00,"7,408.37","1,154.88",0.73
20231231,20240331,"12,009","232,645.16","4,149.68","3,952.67","9,502.79",150.28,67.00,23.00,0.00,"8,129.30","1,088.69",2.12
20231231,20240430,"11,816","224,515.86","2,972.07","4,111.71","1,596.22",81.11,136.48,67.00,0.00,"7,124.74","1,119.09",3.62
20231231,20240531,"11,683","217,391.12","2,349.22","3,916.17","1,276.35",134.58,66.53,109.86,67.00,"6,308.74","1,047.26",0.21
20231231,20240630,"11,591","211,082.37","1,914.70","3,547.39","20,322.70",107.81,134.58,66.53,176.86,"5,510.45",917.79,43.60
20231231,20240731,"11,504","205,571.93","1,656.41","4,130.20","1,446.86",115.60,47.17,120.21,176.39,"5,911.86","1,073.24",218.07
20231231,20240831,"11,430","199,660.07",828.01,"3,758.45","4,500.08",85.83,101.66,18.87,173.33,"4,740.34",939.79,94.32
20231231,20240930,"11,378","194,919.73",651.41,"3,841.58","1,712.73",118.15,65.84,101.66,125.67,"4,618.87",944.72,119.02
20231231,20241031,"11,337","190,300.86",781.88,"3,773.35","1,475.85",52.81,118.15,65.84,120.53,"4,749.61",909.66,56.09
20231231,20241130,"11,283","185,551.24","1,211.84","3,645.55","8,798.98",62.81,40.49,118.15,167.50,"4,938.85",849.17,49.68
20231231,20241231,"11,207","180,612.39","1,245.67","6,348.92","1,883.82",164.15,24.82,14.05,183.99,"7,796.32",896.01,52.25
20231231,20250131,"11,112","172,816.08",631.49,"3,220.92","25,979.66",75.98,129.68,24.82,132.20,"4,005.95",713.53,29.93
20231231,20250228,"11,062","168,810.13",778.55,"4,102.81","5,719.51",147.70,63.19,117.78,38.88,"5,122.58",908.90,21.73
20231231,20250331,"11,001","163,687.55",886.95,"3,768.59","2,908.25",38.95,90.46,63.19,142.61,"4,760.18",805.23,18.95
20231231,20250430,"10,937","158,927.37",979.11,"3,709.78","2,142.98",116.38,38.95,73.93,165.57,"4,813.37",771.29,22.53
20231231,20250531,"10,887","154,114.00",657.82,"3,638.18","4,102.56",93.32,77.26,38.95,137.99,"4,481.30",733.31,37.29
20231231,20250630,"10,837","149,632.70",467.25,"3,698.04","3,834.96",121.57,93.32,77.26,112.88,"4,300.10",721.54,33.23
20231231,20250731,"10,805","145,332.60",623.16,"3,726.70","1,808.97",27.55,86.77,70.66,116.21,"4,521.05",710.62,19.30
20231231,20250831,"10,761","140,811.55",388.90,"3,559.66","7,440.60",145.00,27.55,86.77,147.92,"4,054.62",651.48,25.31
20231231,20250930,"10,724","136,756.93",528.55,"3,812.02","2,300.84",158.33,106.76,27.55,157.43,"4,507.71",685.20,23.27
20231231,20251031,"10,675","132,249.22",255.51,"3,665.38","1,809.04",136.51,148.71,92.36,114.32,"4,108.03",640.82,26.22
20231231,20251130,"10,644","128,141.19",332.75,"3,391.32","13,480.34",133.92,136.51,111.32,119.91,"3,894.86",560.19,21.09
20231231,20251231,"10,610","124,246.32","8,111.17","11,965.80","2,080.80",120.24,50.45,116.36,183.42,"20,354.64",669.85,14.36
20240331,20240331,0,0.00,"1,121.69",0.79,0.00,0.00,0.00,0.00,0.00,"1,150.82",2.47,0.00
20240331,20240430,"8,857","176,205.15","5,875.84","2,892.49",844.19,0.00,0.00,0.00,0.00,"8,792.36",818.78,0.72
20240331,20240531,"8,544","167,412.79","3,846.06","2,790.70",713.39,49.91,0.00,0.00,0.00,"6,654.65",763.75,0.40
20240331,20240630,"8,329","160,758.14","3,542.97","2,434.36","19,140.11",37.10,49.91,0.00,0.00,"6,005.99",654.43,1.16
20240331,20240731,"8,139","154,752.15","2,162.81","3,064.18","1,035.19",0.00,37.10,21.91,0.00,"5,256.71",784.60,0.51
20240331,20240831,"8,017","149,495.44","1,221.73","2,615.22","6,526.44",132.82,0.00,37.10,21.91,"3,855.82",655.65,2.91
20240331,20240930,"7,952","145,639.62","1,789.97","2,804.69","1,355.17",36.20,113.66,0.00,59.01,"4,622.38",692.47,48.08
20240331,20241031,"7,842","141,017.24","1,383.53","2,642.55","1,108.82",0.00,13.78,113.66,37.10,"4,096.99",639.86,154.87
20240331,20241130,"7,764","136,920.25",611.73,"2,498.97","10,389.97",22.42,0.00,13.78,113.66,"3,167.56",579.34,116.76
20240331,20241231,"7,724","133,752.68",707.09,"2,838.32","1,869.40",42.60,0.00,0.00,127.44,"3,585.20",646.64,124.18
20240331,20250131,"7,679","130,167.49",617.92,"2,250.72","22,100.77",137.01,21.23,0.00,13.78,"3,016.87",502.58,42.00
20240331,20250228,"7,636","127,150.62",738.65,"2,992.35","3,958.23",140.05,82.30,21.23,0.00,"3,802.73",654.23,29.03
20240331,20250331,"7,586","123,347.89","1,229.40","5,985.90","2,262.00",46.29,62.05,66.57,21.23,"7,300.48",569.40,54.13
20240331,20250430,"7,495","116,047.41",909.88,"2,633.36","1,560.93",37.54,31.38,36.35,87.80,"3,603.28",543.28,41.44
20240331,20250531,"7,437","112,444.13",510.64,"2,472.52","5,626.53",166.84,22.61,25.46,102.92,"3,042.54",500.21,18.44
20240331,20250630,"7,405","109,401.59",413.80,"2,643.76","2,803.23",70.44,102.23,22.61,81.54,"3,126.71",520.22,18.35
20240331,20250731,"7,374","106,274.88",459.94,"2,612.62","1,153.04",67.63,33.82,83.70,48.07,"3,175.19",502.59,17.80
20240331,20250831,"7,344","103,099.69",624.84,"2,416.43","7,742.86",43.01,51.68,17.73,105.95,"3,105.56",449.76,23.97
20240331,20250930,"7,301","99,994.13",306.27,"2,750.40","1,495.92",79.64,15.63,19.60,100.87,"3,118.01",495.98,33.22
20240331,20251031,"7,275","96,876.12",329.43,"2,524.52","1,476.91",91.27,79.64,15.63,53.00,"2,996.87",450.32,26.27
20240331,20251130,"7,246","93,879.25",261.19,"2,279.37","11,690.41",170.96,60.05,79.41,52.96,"2,604.53",390.40,16.83
20240331,20251231,"7,225","91,274.72",363.64,"2,868.94","1,334.68",43.49,132.43,45.16,102.69,"3,316.97",474.60,9.08
20240630,20240630,0,0.00,160.44,0.00,0.00,0.00,0.00,0.00,0.00,160.44,0.25,0.01
20240630,20240731,"8,663","176,912.18","2,486.35","3,022.49",450.41,0.00,0.00,0.00,0.00,"5,526.56",789.02,0.79
20240630,20240831,"8,534","171,385.62","2,381.72","2,969.87","1,393.00",12.00,0.00,0.00,0.00,"5,367.46",756.56,0.14
20240630,20240930,"8,411","166,018.16","4,290.51","2,961.97","1,087.27",69.03,12.00,0.00,0.00,"7,278.37",739.67,0.14
20240630,20241031,"8,170","158,739.79","2,705.45","2,873.09",610.34,118.12,24.63,12.00,0.00,"5,620.59",700.96,0.20
20240630,20241130,"8,016","153,119.20","1,363.66","2,749.91","7,617.91",65.01,118.12,24.63,12.00,"4,133.54",645.68,0.14
20240630,20241231,"7,943","148,985.66","5,179.53","2,973.84","1,022.16",0.00,21.98,106.46,36.63,"8,188.53",688.54,4.47
20240630,20250131,"7,645","140,797.14","3,065.00","2,341.03","23,041.18",115.10,0.00,21.98,131.09,"5,446.37",516.54,84.45
20240630,20250228,"7,470","135,350.77","1,662.99","3,071.33","3,292.16",141.54,115.10,0.00,128.44,"4,814.64",670.99,54.82
20240630,20250331,"7,377","130,536.12","1,027.91","2,774.62","1,499.00",84.70,25.98,115.10,21.98,"3,950.18",577.83,125.70
20240630,20250430,"7,309","126,585.94",680.11,"2,732.93","1,201.86",18.43,48.81,25.98,115.10,"3,477.19",556.55,80.30
20240630,20250531,"7,261","123,108.75",647.07,"2,676.45","1,925.06",203.81,38.92,27.87,141.08,"3,366.68",534.30,38.79
20240630,20250630,"7,220","119,742.07",906.45,"2,944.50","2,852.29",87.69,174.15,38.77,71.44,"3,978.75",518.96,152.91
20240630,20250731,"7,133","115,763.32",763.94,"2,522.00",751.15,130.63,87.69,174.15,38.77,"3,383.44",516.90,90.32
20240630,20250831,"7,083","112,379.88",836.09,"2,353.33","6,327.71",77.14,112.53,81.54,212.93,"3,222.70",469.79,53.71
20240630,20250930,"7,032","109,157.19",716.99,"2,576.52","1,635.86",60.72,41.45,72.28,255.69,"3,380.75",500.63,27.09
20240630,20251031,"6,983","105,776.44",474.86,"2,434.11","1,266.86",107.40,38.81,41.45,153.81,"3,154.53",465.06,17.31
20240630,20251130,"6,940","102,621.91",589.03,"2,233.71","10,313.51",153.77,96.05,38.81,93.58,"2,947.01",412.37,23.39
20240630,20251231,"6,893","99,674.90",524.65,"2,645.93","1,430.69",111.01,144.03,84.08,60.11,"3,281.20",477.37,25.47
20240930,20240930,0,0.00,73.86,5.10,0.00,0.00,0.00,0.00,0.00,78.96,0.09,0.07
20240930,20241031,"9,434","215,056.85",249.99,"5,859.77",576.29,0.00,0.00,0.00,0.00,"6,162.27",58.11,0.25
20240930,20241130,"9,421","208,894.58",227.97,"5,430.47","17,671.51",0.00,0.00,0.00,0.00,"5,683.71",53.67,0.11
20240930,20241231,"9,408","203,210.87",196.14,"6,376.72",637.62,15.70,0.00,0.00,0.00,"6,597.92",57.06,0.11
20240930,20250131,"9,398","196,612.94",227.11,"4,785.46","37,190.49",25.52,15.61,0.00,0.00,"5,037.94",46.69,0.12
20240930,20250228,"9,385","191,575.00",171.34,"6,847.70","3,080.43",20.65,25.52,15.61,0.00,"7,100.60",57.80,0.18
20240930,20250331,"9,376","184,474.41",197.36,"5,880.53","2,421.41",0.00,20.65,25.52,15.61,"6,115.50",50.60,0.15
20240930,20250430,"9,364","178,358.91",409.86,"5,874.21","1,479.69",38.33,0.00,20.65,41.13,"6,333.23",48.35,4.10
20240930,20250531,"9,338","172,025.68",101.50,"5,779.72","2,323.25",151.01,38.33,0.00,46.17,"5,962.40",46.65,3.99
20240930,20250630,"9,331","166,063.28",273.21,"5,813.32","2,790.41",51.41,151.01,38.33,20.65,"6,150.86",44.62,4.36
20240930,20250731,"9,312","159,912.42",302.44,"5,884.53",740.16,85.82,51.41,104.90,59.55,"6,259.19",43.70,3.83
20240930,20250831,"9,292","153,653.23",265.12,"5,316.02","13,445.12",26.51,69.48,51.41,164.44,"5,628.05",40.63,3.72
20240930,20250930,"9,274","148,025.18",402.69,"6,252.61","1,777.43",21.57,26.51,28.41,177.53,"6,753.26",42.11,5.54
20240930,20251031,"9,242","141,271.92",309.68,"5,697.57","1,024.32",0.00,39.08,26.51,79.82,"6,246.10",38.48,5.84
20240930,20251130,"9,217","135,025.83",231.44,"4,796.68","21,856.28",60.04,0.00,39.08,54.92,"5,132.33",34.11,1.91
20240930,20251231,"9,196","129,893.50",381.24,"6,594.96",963.47,98.49,12.35,0.00,65.59,"7,062.36",39.72,7.70
20241231,20241231,0,0.00,32.76,2.36,0.00,0.00,0.00,0.00,0.00,35.12,0.09,0.20
20241231,20250131,"12,437","314,500.42",61.29,"7,662.05","31,844.02",0.00,0.00,0.00,0.00,"7,747.30",125.15,0.13
20241231,20250228,"12,433","306,753.12",357.40,"9,229.14","3,087.22",0.00,0.00,0.00,0.00,"9,659.89",160.88,0.12
20241231,20250331,"12,418","297,093.23",422.57,"8,530.72","1,854.15",22.02,29.60,0.00,0.00,"8,982.15",138.51,0.13
20241231,20250430,"12,397","288,111.08",818.91,"8,484.28","1,606.83",0.00,22.02,29.60,0.00,"9,346.01",135.97,13.59
20241231,20250531,"12,375","278,765.07",133.94,"8,212.04","9,201.72",20.11,0.00,22.02,0.00,"8,411.73",122.92,0.19
20241231,20250630,"12,368","270,353.35",633.49,"8,642.11","2,828.31",51.93,20.11,0.00,22.02,"9,321.43",129.87,0.57
20241231,20250731,"12,328","261,031.91",678.76,"8,461.40","1,478.04",25.42,51.93,20.11,22.02,"9,197.90",121.08,1.34
20241231,20250831,"12,293","251,834.02",500.79,"7,848.53","18,576.04",30.04,25.42,51.93,20.11,"8,417.27",102.28,9.07
20241231,20250930,"12,266","243,416.74",410.36,"8,953.33","1,840.74",70.14,30.04,25.42,44.11,"9,419.92",124.00,12.49
20241231,20251031,"12,244","233,996.82",390.89,"8,341.53","1,395.00",44.84,31.34,30.04,49.42,"8,848.31",109.58,7.94
20241231,20251130,"12,219","225,148.51",402.91,"7,704.36","19,774.15",68.67,18.62,31.34,55.46,"8,175.69",92.70,2.85
20241231,20251231,"12,193","216,972.82",316.67,"9,020.31","1,491.68",53.39,18.60,18.62,61.35,"9,440.36",114.61,21.60
20250331,20250331,0,0.00,85.30,0.43,0.00,0.00,0.00,0.00,0.00,85.72,0.28,0.05
20250331,20250430,"5,219","115,419.46",474.71,"1,862.01","1,018.21",0.00,0.00,0.00,0.00,"2,346.03",384.26,0.74
20250331,20250531,"5,197","113,073.43",775.87,"1,698.08","11,649.03",0.00,0.00,0.00,0.00,"2,485.92",343.12,0.06
20250331,20250630,"5,160","110,587.51","1,339.05","2,014.59","1,607.73",0.00,0.00,0.00,0.00,"3,367.73",404.40,0.10
20250331,20250731,"5,101","107,219.78","1,069.78","1,852.36",984.40,0.00,0.00,0.00,0.00,"2,929.61",360.71,0.68
20250331,20250831,"5,051","104,290.17",290.10,"1,621.18","14,161.03",0.00,0.00,0.00,0.00,"1,916.65",305.14,0.05
20250331,20250930,"5,037","102,373.52","2,826.18","2,057.97","1,110.53",0.00,0.00,0.00,0.00,"4,894.94",389.51,0.03
20250331,20251031,"4,896","97,478.58","2,261.38","1,748.55","1,285.04",0.00,0.00,0.00,0.00,"4,040.09",324.02,11.57
20250331,20251130,"4,782","93,438.49",625.82,"1,499.01","15,408.23",0.00,0.00,0.00,0.00,"2,138.91",264.23,22.20
20250331,20251231,"4,750","91,299.58",513.91,"2,007.62","1,039.13",18.43,0.00,0.00,0.00,"2,535.87",352.69,46.07
20250630,20250630,0,0.00,34.60,0.39,0.00,0.00,0.00,0.00,0.00,34.99,0.14,0.05
20250630,20250731,"9,139","204,508.41",709.75,"3,233.43",527.02,0.00,0.00,0.00,0.00,"3,957.30",693.52,0.11
20250630,20250831,"9,106","200,551.11","1,259.56","2,886.30","22,895.85",0.00,0.00,0.00,0.00,"4,153.93",601.89,0.07
20250630,20250930,"9,049","196,397.18","3,087.89","3,543.91","2,034.38",0.00,0.00,0.00,0.00,"6,643.58",740.07,0.11
20250630,20251031,"8,911","189,753.59","1,818.51","3,176.36",651.36,0.00,0.00,0.00,0.00,"5,025.70",648.46,0.15
20250630,20251130,"8,826","184,727.90",526.54,"2,654.23","31,662.40",17.94,0.00,0.00,0.00,"3,192.59",518.52,0.07
20250630,20251231,"8,801","181,535.30","6,922.82","3,669.25",990.59,52.37,17.94,0.00,0.00,"10,612.34",727.00,0.33
20250930,20250930,0,0.00,170.87,10.39,0.00,0.00,0.00,0.00,0.00,181.26,3.14,0.12
20250930,20251031,"19,288","475,384.11",919.56,"11,125.01","1,235.95",0.00,0.00,0.00,0.00,"12,146.01","1,630.27",0.33
20250930,20251130,"19,248","463,238.10","1,215.24","9,667.96","64,020.37",28.90,0.00,0.00,0.00,"10,921.44","1,374.63",0.23
20250930,20251231,"19,201","452,316.66","1,692.87","12,759.01","1,517.98",28.29,28.90,0.00,0.00,"14,500.41","1,770.40",0.26
20251231,20251231,0,0.00,80.69,10.63,0.00,0.00,0.00,0.00,0.00,91.32,1.57,0.07
